id,bangla_question,english_question
112,একটি সমান্তর অনুক্রমের প্রথম পদ 16 এবং সাধারণ অন্তর 9। 18 তম পদ এবং প্রথম 18 পদের সমষ্টি নির্ণয় করো।,The first term of an arithmetic progression is 16 and common difference is 9. Determine the 18th term and the sum of first 18 terms.
113,মানুষের রক্ত সঞ্চালন তন্ত্র কীভাবে কাজ করে?,How does the human circulatory system work?
114,একটি রাসায়নিক বিক্রিয়ায় 78 g Mg এবং 65 g S বিক্রিয়া করে। (ক) লিমিটিং রিঅ্যাক্ট্যান্ট কোনটি? (খ) আদর্শ ফলন কত গ্রাম? (গ) 76% ফলন পেলে প্রকৃত ফলন কত? (ঘ) অতিরিক্ত রিঅ্যাক্ট্যান্ট কত মোল অবশিষ্ট থাকবে?,"In a chemical reaction, 78 g Mg and 65 g S react. (a) Which is the limiting reactant? (b) What is the theoretical yield in grams? (c) What is the actual yield if 76% yield is obtained? (d) How many moles of excess reactant will remain?"
115,একটি বৃত্তের ব্যাসার্ধ 11 সেমি এবং একটি বর্গের বাহু 28 সেমি। উভয়ের ক্ষেত্রফল ও পরিসীমার অনুপাত নির্ণয় করো।,The radius of a circle is 11 cm and the side of a square is 28 cm. Determine the ratio of areas and perimeters of both.
116,একটি 1168 kg ভরের গাড়ি 20 m/s বেগে চলছে। ড্রাইভার ব্রেক চেপে 3.8 m/s² মন্দন তৈরি করল। (ক) গাড়ি থামতে কত সময় লাগবে? (খ) থামার আগে কত দূরত্ব অতিক্রম করবে? (গ) ব্রেক চাপার 2 সেকেন্ড পর গাড়ির বেগ কত? (ঘ) এই প্রক্রিয়ায় কত যান্ত্রিক শক্তি তাপে রূপান্তরিত হলো?,A car of mass 1168 kg is moving at 20 m/s velocity. The driver applies brakes creating a deceleration of 3.8 m/s². (a) How much time will it take for the car to stop? (b) How much distance will it cover before stopping? (c) What will be the velocity of the car 2 seconds after applying brakes? (d) How much mechanical energy was converted to heat in this process?
117,500 lux আলোর তীব্রতায় এবং 0.05% CO₂ ঘনমাত্রায় সালোকসংশ্লেষণের হার কীভাবে পরিবর্তিত হয়?,How does the rate of photosynthesis change at 500 lux light intensity and 0.05% CO₂ concentration?
118,একটি সমকোণী ত্রিভুজের ভূমি 5 cm এবং লম্ব 7 cm। কর্ণের দৈর্ঘ্য এবং ক্ষেত্রফল নির্ণয় করো।,A right triangle has base 5 cm and height 7 cm. Determine the length of hypotenuse and area.
119,দুই পারমাণবিক গ্যাসের অ্যাডিয়াবেটিক সূচক γ এর মান কত?,What is the value of the adiabatic index γ for a diatomic gas?
120,বটমলির পরীক্ষায় সাফল্যের জন্য পারিপার্শ্বিক উষ্ণতা থাকা উচিত—,For success in Bottomley's experiment; the surrounding temperature should be—
121,বুলিয়ান বীজগণিত অনুযায়ী `bar(A + B)` এর মান কত ?,According to Boolean algebra; what is the value of `bar(A + B)`?
122,"10 পাকের একটি আদর্শ সলিনয়েডের আবেশের পরিমান 3.5 mH. সলিনয়েডের মধ্যে 2A বিদুৎ প্রবাহিত হলে, প্রতি পাকের জন্য চৌম্বক ফ্লাক্স হবে-",The inductance of an ideal solenoid with 10 turns is 3.5 mH. If 2A of current flows through the solenoid; the magnetic flux per turn will be-
123,69 kg ভরের একটি গাড়ি 46 m/s বেগে চলছে এবং 18 m/s বেগে কমে গেল। ভরবেগের পরিবর্তন এবং গতিশক্তির পরিবর্তন কত?,A car of mass 69 kg is moving at 46 m/s velocity and decreases to 18 m/s. What is the change in momentum and change in kinetic energy?
124,একটি বস্তুর ভর 60 kg এবং বেগ 25 m/s হলে ভরবেগ কত?,What is the momentum of an object with mass 60 kg and velocity 25 m/s?
125,24 kg ভরের একটি গাড়ি 39 m/s বেগে চলছে এবং 8 m/s বেগে কমে গেল। ভরবেগের পরিবর্তন এবং গতিশক্তির পরিবর্তন কত?,A car of mass 24 kg is moving at 39 m/s velocity and decreases to 8 m/s. What is the change in momentum and change in kinetic energy?
126,একটি দ্বিঘাত সমীকরণ 5x² + 15x + -50 = 0 এর বাস্তব মূল নির্ণয় করো এবং মূলদ্বয়ের সমষ্টি ও গুণফল যাচাই করো।,Find the real roots of the quadratic equation 5x² + 15x + -50 = 0 and verify the sum and product of the roots.
127,একটি রাসায়নিক বিক্রিয়ায় 79 g Na এবং 38 g N₂ বিক্রিয়া করে। (ক) লিমিটিং রিঅ্যাক্ট্যান্ট কোনটি? (খ) আদর্শ ফলন কত গ্রাম? (গ) 76% ফলন পেলে প্রকৃত ফলন কত? (ঘ) অতিরিক্ত রিঅ্যাক্ট্যান্ট কত মোল অবশিষ্ট থাকবে?,"In a chemical reaction, 79 g Na and 38 g N₂ react. (a) Which is the limiting reactant? (b) What is the theoretical yield in grams? (c) What is the actual yield if 76% yield is obtained? (d) How many moles of excess reactant will remain?"
128,একটি তরঙ্গের বেগ 3.1 ms-1 এবং পর্যায়কাল 0.20 s হলে তরঙ্গদৈর্ঘ্য কত?,If the velocity of a wave is 3.1 ms-1 and the period is 0.20 s; what is the wavelength?
129,"78 g NaOH কে 1.1 L পানিতে দ্রবীভূত করলে মোলারিটি কত? (Na=23, O=16, H=1)","What is the molarity when 78 g NaOH is dissolved in 1.1 L water? (Na=23, O=16, H=1)"
130,32 g NaOH এবং 15 g HCl বিক্রিয়া করে NaCl উৎপন্ন করে। আদর্শ ফলন কত গ্রাম এবং 89% ফলন পেলে প্রকৃত ফলন কত?,32 g NaOH and 15 g HCl react to produce NaCl. What is the theoretical yield in grams and what is the actual yield if 89% yield is obtained?
